record_id,date,season,month,leaf_weight_kg,leaf_moisture_percent,withering_time_hours,fermentation_time_hours,drying_temperature_celsius,drying_duration_minutes,ambient_temperature_celsius,humidity_percentage,rainfall_mm,collection_region,powder_weight_kg,yield_percentage
REC-03854,3/8/2021,Western,3,813.81,75.3,18.34,4.04,109,23.1,18.4,80.2,2.57,Lower_Division,165.38,20.32
REC-03855,3/7/2021,Western,3,418.24,83.9,15.2,3.41,98.7,27.7,18.4,73.5,1.95,East_Block,86.77,20.75
REC-03856,3/5/2021,Western,3,782.11,77,16.14,2.73,92.4,21.2,21.3,80.2,1.97,Upper_Division,158.39,20.25
REC-03857,3/5/2021,Western,3,729.35,77,15.46,3.25,100.8,29.8,20,74.7,2.23,West_Block,154.25,21.15
REC-03858,3/5/2021,Western,3,380.24,78.2,16.5,3.48,92.9,28,15.2,82.9,3.25,Middle_Division,74.14,19.5
REC-03859,3/5/2021,Western,3,415.15,78.4,15.14,2.09,94,29,21.9,73.8,2.02,Upper_Division,79.23,19.09
REC-03860,3/3/2021,Western,3,836.72,79.4,16.03,3.23,94.8,24.9,21.7,70.5,1.79,West_Block,170.19,20.34
REC-03861,3/1/2021,Western,3,565.56,76.1,12.59,3.41,100.4,25.7,18.3,79,3.36,Middle_Division,109.27,19.32
REC-03862,3/1/2021,Western,3,385.6,76.8,15.82,2.94,95.7,25.2,15.5,76.6,4.93,East_Block,78.15,20.27
REC-03863,3/1/2021,Western,3,355.83,74.3,16.61,3.15,96.9,23.5,16.2,74.3,2.64,Lower_Division,75.92,21.34
REC-03864,2/28/2021,Off_Season,2,558.96,80.2,18.55,3.6,100.1,25,19.7,76,3.06,Lower_Division,104.31,18.66
REC-03865,2/28/2021,Off_Season,2,530.58,75,13.57,3.04,101.8,29.9,18.4,72,1.53,Lower_Division,100.12,18.87
REC-03866,2/28/2021,Off_Season,2,648.77,83.7,15.38,2.78,98.6,20.9,20,80.7,1.67,Upper_Division,114.66,17.67
REC-03867,2/28/2021,Off_Season,2,439.89,77.5,15.08,2.42,102.3,29.1,19.8,80,1.38,West_Block,82.83,18.83
REC-03868,2/27/2021,Off_Season,2,643.7,78.1,14.25,3.19,99,28.6,15.3,73.9,2.03,Lower_Division,123.66,19.21
REC-03869,2/27/2021,Off_Season,2,527.97,78.4,15.51,2.97,100.4,22.6,16.7,68.6,1.32,Middle_Division,104.3,19.76
REC-03870,2/27/2021,Off_Season,2,504.67,77.9,16.84,3.39,88.7,26.6,15.7,69.9,1.81,West_Block,94.4,18.7
REC-03871,2/27/2021,Off_Season,2,455.1,80.8,14.83,2,100.8,27.8,18.4,76.3,2.97,West_Block,83.34,18.31
REC-03872,2/26/2021,Off_Season,2,459.33,75.7,15.6,3.16,105.9,27.2,19,70.7,3.29,Upper_Division,86.33,18.79
REC-03873,2/25/2021,Off_Season,2,517.75,80.7,16.7,3.43,91.2,25.8,20.9,71.1,2.93,Upper_Division,96.19,18.58
REC-03874,2/25/2021,Off_Season,2,863.19,77.8,18.9,3,97.1,27.1,17.1,77.2,1.02,East_Block,161.94,18.76
REC-03875,2/24/2021,Off_Season,2,670.45,74.2,13.78,2.52,89.6,22.4,19.1,80.9,2.36,East_Block,120.9,18.03
REC-03876,2/24/2021,Off_Season,2,318.38,72.1,17.07,2.8,92.9,26.7,17.4,74.5,2.78,Upper_Division,56.99,17.9
REC-03877,2/24/2021,Off_Season,2,559.85,78.1,18.92,3.63,100.6,26.2,16.4,80.9,1.58,Upper_Division,95.74,17.1
REC-03878,2/24/2021,Off_Season,2,673.87,82,16.89,3.42,98.5,28.6,17.1,78.8,1.07,West_Block,125.4,18.61
REC-03879,2/24/2021,Off_Season,2,477.91,79.3,15.57,3.11,101.7,27.7,19.4,69.7,2.44,West_Block,95.37,19.96
REC-03880,2/23/2021,Off_Season,2,610.65,75.3,15.82,2.64,96.7,21.2,20.6,71.8,2.25,Upper_Division,113.72,18.62
REC-03881,2/22/2021,Off_Season,2,587.83,76.7,16.28,2.84,103.4,28.7,19.6,80.6,1.31,West_Block,114.55,19.49
REC-03882,2/22/2021,Off_Season,2,488.02,76.8,17.46,3.48,105.7,29.8,20.8,72.5,2.75,Upper_Division,83,17.01
REC-03883,2/21/2021,Off_Season,2,547.36,79,18.34,3.76,104.3,27.5,16.1,68.8,1.9,West_Block,103.71,18.95
REC-03884,2/21/2021,Off_Season,2,440.47,79.7,17.04,3.46,95,26.9,16.9,81.6,2.67,Upper_Division,77.95,17.7
REC-03885,2/20/2021,Off_Season,2,578.83,81.6,16.57,2.45,86.9,26.8,17.6,71.6,2.21,Middle_Division,106.52,18.4
REC-03886,2/20/2021,Off_Season,2,742.16,76.5,18.15,4.32,92.8,22.6,18.6,68.7,1.15,Upper_Division,125.74,16.94
REC-03887,2/20/2021,Off_Season,2,511.47,78.8,15.27,2.67,102.2,22.7,15.1,75,2.08,Middle_Division,96.69,18.9
REC-03888,2/20/2021,Off_Season,2,430.14,71.6,14.94,2.51,93.5,20.9,18.1,74.7,2.82,Lower_Division,76.73,17.84
REC-03889,2/19/2021,Off_Season,2,480.46,83.6,14.57,4.05,100,23.5,17.2,78.8,3.16,Middle_Division,84.88,17.67
REC-03890,2/19/2021,Off_Season,2,530.54,79.2,14.93,2.99,106.7,28.1,15.2,80.9,1.77,Lower_Division,99.73,18.8
REC-03891,2/18/2021,Off_Season,2,789.54,80.1,16.37,2.51,93.8,29.4,17.4,73.6,3.23,East_Block,140.7,17.82
REC-03892,2/18/2021,Off_Season,2,414.98,76.1,18.47,3.25,103,28.5,16.8,68.9,1.4,West_Block,78.21,18.85
REC-03893,2/17/2021,Off_Season,2,774.39,81.6,17.22,3.41,107.6,24.4,19.8,79,1.47,East_Block,140.38,18.13
REC-03894,2/16/2021,Off_Season,2,451.32,73.5,14.96,3.61,96,26.4,18.3,79.5,1.92,Upper_Division,78.75,17.45
REC-03895,2/16/2021,Off_Season,2,507.11,81,15.55,2.58,91.9,27.5,15.6,81.7,2.75,Middle_Division,92.49,18.24
REC-03896,2/15/2021,Off_Season,2,533.76,77.8,14.89,2.49,103.5,20.8,17.6,73,2.01,Lower_Division,97.47,18.26
REC-03897,2/15/2021,Off_Season,2,409.36,79.8,15.08,2.88,88.5,25.1,20.1,79.6,3.2,Lower_Division,76.67,18.73
REC-03898,2/15/2021,Off_Season,2,569.81,75,14.62,2.06,99.4,27.5,17,76.5,2.66,Middle_Division,104.35,18.31
REC-03899,2/15/2021,Off_Season,2,580.27,80.1,17.79,2.28,104.6,23.5,18.4,68,3.19,Upper_Division,102.89,17.73
REC-03900,2/14/2021,Off_Season,2,546.26,78.3,14.01,3.24,104.5,28.6,16.9,80,2.03,Middle_Division,101.91,18.66
REC-03901,2/13/2021,Off_Season,2,250,78.3,14.5,3.1,98.8,24.9,18.6,79.5,2.24,East_Block,45.36,18.14
REC-03902,2/13/2021,Off_Season,2,362.28,80.2,18.14,2.86,99.9,19,20.2,78.4,2.34,East_Block,65.67,18.13
REC-03903,2/13/2021,Off_Season,2,496.83,79.8,17.81,2.58,88.8,22,15.1,81.7,3.1,Upper_Division,83.57,16.82
REC-03904,2/12/2021,Off_Season,2,581.69,78,17.51,2.14,100.6,28.6,18.5,80.5,3.09,Middle_Division,108.84,18.71
REC-03905,2/12/2021,Off_Season,2,539.47,82.3,14.51,3.08,97.2,28.5,19.6,77.7,1.51,East_Block,98.91,18.33
REC-03906,2/12/2021,Off_Season,2,789.9,75.1,13.12,3.31,101,22.7,15.6,79.3,2.85,Lower_Division,151.02,19.12
REC-03907,2/12/2021,Off_Season,2,724.88,74.7,20,2.83,94.8,21.1,19.7,73,2.15,Lower_Division,127.22,17.55
REC-03908,2/12/2021,Off_Season,2,604.09,80.3,16.52,3.05,95.8,29.1,19.2,80.3,1.18,West_Block,116.59,19.3
REC-03909,2/11/2021,Off_Season,2,493.29,80.1,17.04,2.38,99.7,26.4,16.3,76.7,2.19,Middle_Division,94.08,19.07
REC-03910,2/11/2021,Off_Season,2,511.34,82.6,16.45,2.73,101.3,27.1,15.3,70.6,1.62,Upper_Division,95.31,18.64
REC-03911,2/10/2021,Off_Season,2,657.41,72.8,17.06,3.24,95.6,28.4,20.1,77.6,1.15,Lower_Division,123.2,18.74
REC-03912,2/9/2021,Off_Season,2,611.71,80.6,17.42,3.22,99.9,27.3,16.7,73.5,1.41,Lower_Division,118.91,19.44
REC-03913,2/9/2021,Off_Season,2,360.29,82,16.1,3.56,97.4,29.6,15.4,72,2.57,East_Block,64.54,17.91
REC-03914,2/8/2021,Off_Season,2,547.66,78.4,12.67,2.65,87.4,21.8,16.1,79.7,2.07,Lower_Division,93.86,17.14
REC-03915,2/8/2021,Off_Season,2,485.89,77.8,15,2,99.2,21.4,15.9,73.4,1.88,Middle_Division,88.11,18.13
REC-03916,2/8/2021,Off_Season,2,584.62,75.1,16.22,2.59,92.4,25.5,16,81,2.01,Middle_Division,112.16,19.18
REC-03917,2/7/2021,Off_Season,2,413.06,77.2,18.52,2.93,102.6,20.8,17.2,76.6,2.19,West_Block,76.11,18.43
REC-03918,2/7/2021,Off_Season,2,683.1,77.4,14.76,2.66,99.2,26.4,20.2,77.4,1.17,East_Block,129.04,18.89
REC-03919,2/6/2021,Off_Season,2,589.97,82.5,17.86,2.74,99.3,27.4,17,77.6,2.51,Middle_Division,108.82,18.44
REC-03920,2/5/2021,Off_Season,2,547.07,75.4,16.27,2.82,92.1,29.4,18.6,68.6,1.9,Middle_Division,100.06,18.29
REC-03921,2/4/2021,Off_Season,2,572.56,78.5,12.91,3.69,102,25.6,15.1,79.1,2.43,East_Block,107.21,18.72
REC-03922,2/4/2021,Off_Season,2,564.48,75.3,17.53,2.89,92,27,16.5,72.9,2.09,East_Block,104.66,18.54
REC-03923,2/3/2021,Off_Season,2,395.15,77.8,16.18,2.73,96.2,22,16.5,81.3,2.19,East_Block,80.52,20.38
REC-03924,2/3/2021,Off_Season,2,579.6,79,15.23,2.96,94.6,25.7,17,75.7,1.39,East_Block,107.88,18.61
REC-03925,2/2/2021,Off_Season,2,417.76,77.2,14.85,2.84,105.1,27,15.9,71.7,1.8,West_Block,77.29,18.5
REC-03926,2/1/2021,Off_Season,2,508.87,80,15.39,2.64,91.9,23.1,19,68.8,2.54,Lower_Division,96.45,18.95
REC-03927,2/1/2021,Off_Season,2,675.72,79.8,15.13,2.21,95.8,25.6,19.8,68.3,1.79,Upper_Division,129.6,19.18
REC-03928,2/1/2021,Off_Season,2,548.9,82.7,13.93,2.45,104.6,22.3,17.8,69.9,2.52,East_Block,99.88,18.2
REC-03929,1/30/2021,Western,1,651.28,77.7,16.18,3.06,91.7,26.1,20.5,81.4,2.35,Middle_Division,132.14,20.29
REC-03930,1/30/2021,Western,1,374.75,81.8,14.49,3.54,100.2,24.9,21.6,76.9,4.75,Upper_Division,76.63,20.45
REC-03931,1/29/2021,Western,1,616.09,76.9,16.79,3.57,97.6,31,15.2,72.1,4.5,West_Block,120.12,19.5
REC-03932,1/29/2021,Western,1,667.38,79,18.58,3.05,97.2,28.1,18.7,76.2,2.9,Upper_Division,126.57,18.97
REC-03933,1/28/2021,Western,1,497.02,82.2,15.04,3.02,102.5,25.1,19.3,79.2,1.77,Upper_Division,102.03,20.53
REC-03934,1/28/2021,Western,1,250,78.1,15.29,2,100.6,21.6,21.8,70.5,3.28,Lower_Division,50.17,20.07
REC-03935,1/28/2021,Western,1,472.33,75.4,15.99,2.53,98.4,27.9,18.8,84.2,2.96,Lower_Division,103.21,21.85
REC-03936,1/27/2021,Western,1,640.53,74.3,14.71,3.18,99.8,30.3,18.9,79,2.61,East_Block,124.29,19.4
REC-03937,1/27/2021,Western,1,300.35,77,13.74,3.4,104,31.4,16.8,73.5,2.47,Middle_Division,60.27,20.07
REC-03938,1/26/2021,Western,1,387.43,77.1,16.79,2.49,101.7,27.1,16.1,82.5,2.23,East_Block,76.46,19.74
REC-03939,1/25/2021,Western,1,330.74,73.5,15.64,3.43,93.5,27.2,20.9,82.6,2.22,Upper_Division,63.64,19.24
REC-03940,1/25/2021,Western,1,366.86,79.9,14.84,3.7,98.8,26.1,18.4,84.4,3.55,East_Block,72.29,19.71
REC-03941,1/25/2021,Western,1,602.82,79.2,15.2,2.79,105.4,22.8,21.8,83.2,3.02,Upper_Division,121.03,20.08
REC-03942,1/24/2021,Western,1,533.52,74,12.88,3.75,93.1,25.6,16.5,72.4,1.99,Middle_Division,104.93,19.67
REC-03943,1/24/2021,Western,1,655.73,76.4,15.99,3.5,87.5,22.9,20.6,72.8,3.14,West_Block,131.62,20.07
REC-03944,1/24/2021,Western,1,279.08,81.2,15.94,3.87,98.8,26.5,20.5,71.3,1.71,Upper_Division,53.96,19.33
REC-03945,1/23/2021,Western,1,561.92,81.1,17.57,3.77,97.4,27.6,19.8,77.7,4.75,West_Block,114.43,20.37
REC-03946,1/23/2021,Western,1,581.21,81.8,17.29,3.96,101.1,25.9,15.9,76.2,2.66,Lower_Division,124.23,21.37
REC-03947,1/23/2021,Western,1,635.18,77.7,15.06,3.63,97.9,24.6,18.1,72.7,2.53,East_Block,123.7,19.47
REC-03948,1/21/2021,Western,1,507,78.3,16.72,2.45,98.2,26.5,20.2,73.7,3.14,East_Block,100.07,19.74
REC-03949,1/21/2021,Western,1,517.39,76.6,17.33,2.07,97.7,24.7,20.1,74.6,3.15,West_Block,101.85,19.68
REC-03950,1/21/2021,Western,1,516.22,77,17.88,3.26,97.2,25,20.4,81,2.89,Lower_Division,107.9,20.9
REC-03951,1/20/2021,Western,1,668.96,81.7,16.36,3.28,95.5,27.8,17.8,75.5,4.01,Lower_Division,140.46,21
REC-03952,1/20/2021,Western,1,569.24,79.5,17.16,2.83,100.2,26.9,20.8,81.8,2.68,Lower_Division,116.3,20.43
REC-03953,1/20/2021,Western,1,421.12,75,14.52,3.52,104.7,26.9,17,73,4.16,Upper_Division,79.81,18.95
REC-03954,1/20/2021,Western,1,397.12,79.5,16.74,2.81,92.4,23.3,15.8,70.5,3.05,Lower_Division,81.83,20.61
REC-03955,1/19/2021,Western,1,435.72,77.8,18.18,2.34,95.3,26.5,17,84.7,4.4,West_Block,83.97,19.27
REC-03956,1/18/2021,Western,1,436.05,81.2,12.17,4.08,98.2,27.3,17.7,71.8,1.86,West_Block,88.11,20.21
REC-03957,1/18/2021,Western,1,599.32,80.8,16.2,3.76,91,24.3,18.3,83.8,3.5,Middle_Division,118.79,19.82
REC-03958,1/18/2021,Western,1,542.69,80.2,16.08,2.61,112.7,23.6,18,79.1,3.39,East_Block,105.17,19.38
REC-03959,1/18/2021,Western,1,548.49,74.1,15.89,2.82,108.4,25.1,19.7,74.7,2.1,East_Block,109.72,20
REC-03960,1/17/2021,Western,1,455.29,73.1,15.78,3.36,94.3,28.8,21.6,80.9,3.18,Middle_Division,90.61,19.9
REC-03961,1/17/2021,Western,1,518.26,75.8,15.39,3.49,99.7,23.6,15.9,71.7,3.56,West_Block,109.08,21.05
REC-03962,1/17/2021,Western,1,554.61,83.3,18.14,3.36,97.8,24,17.3,71.4,4.4,West_Block,116.19,20.95
REC-03963,1/17/2021,Western,1,511.35,80,16.28,2.34,97.1,30.1,16.1,84.4,4.99,West_Block,105.37,20.61
REC-03964,1/16/2021,Western,1,671.08,72.8,17.87,3.76,86.5,23.7,18.1,74.3,4.29,East_Block,122.22,18.21
REC-03965,1/16/2021,Western,1,741.69,82.6,15.77,3.98,88.6,22.5,17.5,71.3,3.61,Lower_Division,147.83,19.93
REC-03966,1/16/2021,Western,1,432.08,78.1,14.66,2.41,96.7,25.2,15.5,83.4,3.86,East_Block,85.77,19.85
REC-03967,1/16/2021,Western,1,560.26,76.5,15.91,2.66,92,25.4,18.9,84.4,4.64,Middle_Division,111.41,19.88
REC-03968,1/15/2021,Western,1,287.8,76.2,18.18,3.1,95.4,20.6,21.1,72.8,3.38,Lower_Division,59.64,20.72
REC-03969,1/15/2021,Western,1,510.7,76.5,15.71,2.95,101.1,22.3,16.1,79.2,1.82,Upper_Division,106.66,20.89
REC-03970,1/14/2021,Western,1,691.39,79.6,16.55,2.84,97.1,27.4,18.5,82.3,3.19,Upper_Division,139.6,20.19
REC-03971,1/13/2021,Western,1,532.39,82.8,13.76,2.84,96.2,30.5,20.9,77.9,2.41,West_Block,107.63,20.22
REC-03972,1/13/2021,Western,1,437.5,77.1,14.66,3.47,89.6,26.7,21.8,80.2,4.9,Lower_Division,88.59,20.25
REC-03973,1/13/2021,Western,1,445.08,80.7,14.29,3.73,97.7,26,20.1,74,4.14,East_Block,89.93,20.21
REC-03974,1/12/2021,Western,1,640.37,72.6,16.07,3.07,92.4,24.3,20.7,77,3.54,Middle_Division,129.17,20.17
REC-03975,1/12/2021,Western,1,439.78,78.6,17.23,2.23,90.2,27.7,21.9,79.1,3.35,West_Block,90.3,20.53
REC-03976,1/11/2021,Western,1,570.01,76.4,16,2.96,94.9,29.1,16.3,76.5,3.99,West_Block,110.41,19.37
REC-03977,1/11/2021,Western,1,638.58,75,17.91,3.19,101,26,15.3,75.8,3.04,Lower_Division,134.84,21.12
REC-03978,1/9/2021,Western,1,771.15,80.4,16.39,2.32,103.1,25.8,18.6,77.9,4.64,Middle_Division,153.59,19.92
REC-03979,1/9/2021,Western,1,407.54,81.8,18.56,3.24,91.7,24.6,16,74.6,4.94,Upper_Division,77.39,18.99
REC-03980,1/8/2021,Western,1,467.9,77.7,15.17,2.36,106.3,24.8,21,81.9,3.81,West_Block,93.71,20.03
REC-03981,1/7/2021,Western,1,640.22,77.9,15.99,3.01,96.9,25.3,16.5,78,4.15,West_Block,129.61,20.24
REC-03982,1/7/2021,Western,1,563.49,75.7,16.2,2.54,90.4,19.1,19.6,70.2,4.6,Lower_Division,114.92,20.39
REC-03983,1/7/2021,Western,1,622.61,85,16.77,3.49,91.1,23.4,18.3,74.6,2.7,West_Block,123.65,19.86
REC-03984,1/6/2021,Western,1,570.45,75,15.14,3.11,95.1,30.1,16,71.8,2.49,Lower_Division,115.04,20.17
REC-03985,1/6/2021,Western,1,520.92,79.5,15.13,3.34,106.4,24.8,17.3,80.4,3.04,Middle_Division,106.39,20.42
REC-03986,1/5/2021,Western,1,735.47,75,15.98,3.05,106.2,20.5,21.9,83.1,2.77,Upper_Division,139.54,18.97
REC-03987,1/4/2021,Western,1,732.43,80.8,16.57,3.49,102.1,25,20.3,82,4.82,Upper_Division,149.04,20.35
REC-03988,1/4/2021,Western,1,529.22,75.8,15.75,3.66,97.5,23.9,16.1,70.9,4.87,West_Block,109.71,20.73
REC-03989,1/4/2021,Western,1,350.75,74.3,14.96,3.4,91.7,24.6,19.5,72,2.52,West_Block,72.3,20.61
REC-03990,1/3/2021,Western,1,548,78,14.18,2.52,98.9,25.7,16.6,79.7,4.35,Lower_Division,112.66,20.56
REC-03991,1/3/2021,Western,1,633.18,77.2,14.29,4.23,100.8,24.8,17.2,83,4.25,Middle_Division,124.76,19.7
REC-03992,1/3/2021,Western,1,458.77,73.7,16.39,3.29,106.4,22.2,15.6,74.8,4.89,Lower_Division,98.74,21.52
REC-03993,1/3/2021,Western,1,284.75,78.4,15.64,3.18,93.2,25.7,15,71,4.66,East_Block,57.84,20.31
REC-03994,1/3/2021,Western,1,334.12,77,14.56,2.83,93,25,20.9,74.8,1.98,West_Block,69.48,20.79
REC-03995,1/2/2021,Western,1,630.1,80.9,15.27,2.04,101.3,26,19.3,77.6,2.58,Upper_Division,122.04,19.37
REC-03996,1/2/2021,Western,1,452.06,74,14.59,3.45,92.2,25.3,18.6,82.5,3.7,Upper_Division,88.26,19.52
REC-03997,1/2/2021,Western,1,521.55,77.2,18.84,3.89,93.8,26.5,17.9,79.5,4.94,Lower_Division,105.64,20.25
REC-03998,1/2/2021,Western,1,675.42,75.2,15.76,2.96,96.1,28.8,15.1,79.9,2.82,Lower_Division,138.49,20.5
REC-03999,1/1/2021,Western,1,623.56,72.2,14.34,3.23,99.8,25.8,19.6,79.4,4.05,West_Block,127.63,20.47
REC-04000,12/31/2020,NE_Monsoon,12,383.77,73.7,12.6,3.62,89.2,28.3,18.4,87.1,9.43,Lower_Division,70,18.24
REC-04001,12/31/2020,NE_Monsoon,12,600.44,80,17.21,3.91,102,21.5,20.4,80.6,7.89,Upper_Division,113.08,18.83
REC-04002,12/29/2020,NE_Monsoon,12,496.08,79.2,15.67,2.79,105.3,26.3,18.5,83.1,9.09,Upper_Division,102.23,20.61
REC-04003,12/29/2020,NE_Monsoon,12,698.73,76.9,16.84,3.11,93.1,24.4,18.5,84.8,9.78,Upper_Division,140.74,20.14
REC-04004,12/29/2020,NE_Monsoon,12,465.75,75.8,14.63,2.6,96.6,18,21.4,88.4,6.69,East_Block,94.25,20.24
REC-04005,12/28/2020,NE_Monsoon,12,605.72,82.2,17.67,3.48,95.1,23.3,18.1,82.6,9.59,Lower_Division,126.03,20.81
REC-04006,12/27/2020,NE_Monsoon,12,446.38,73.5,17.43,3.14,102.6,29.7,19.1,79.7,10.46,West_Block,91.82,20.57
REC-04007,12/26/2020,NE_Monsoon,12,664.8,78.6,16.82,3.16,87.3,28.6,17.6,83,10.5,Upper_Division,129.69,19.51
REC-04008,12/26/2020,NE_Monsoon,12,567.42,71.3,15.9,2.84,90.7,24.5,18.7,86,6.33,East_Block,111.91,19.72
REC-04009,12/25/2020,NE_Monsoon,12,773.66,78.5,15.35,3.84,100.3,24.2,23.1,87.3,7.95,Lower_Division,165.94,21.45
REC-04010,12/25/2020,NE_Monsoon,12,628.15,75.3,16.11,2.97,91.9,22.7,21.4,78.4,10.33,Middle_Division,133.98,21.33
REC-04011,12/25/2020,NE_Monsoon,12,638.56,79.4,17.71,3.21,95.3,27.8,22.1,85.1,9.06,West_Block,134.35,21.04
REC-04012,12/25/2020,NE_Monsoon,12,687.87,81.6,14.52,3.94,104.5,25.3,18.5,78.1,5.9,West_Block,141.12,20.51
REC-04013,12/25/2020,NE_Monsoon,12,452.05,74.2,16.43,3.08,104.5,25.9,17.3,89.7,9.68,West_Block,94.4,20.88
REC-04014,12/25/2020,NE_Monsoon,12,672.87,76,15.56,2.78,97.3,23,23.6,89.1,6.7,West_Block,143.96,21.4
REC-04015,12/24/2020,NE_Monsoon,12,471.55,75.7,17.26,2.37,96.8,28.4,20,83.4,9.47,Middle_Division,93.53,19.83
REC-04016,12/24/2020,NE_Monsoon,12,532.47,74.6,17.77,2.37,103.3,19.9,23.3,84.5,8.55,Lower_Division,111.65,20.97
REC-04017,12/24/2020,NE_Monsoon,12,475.41,82.2,17.78,3.68,102.7,26.8,20.3,89.8,9.12,Lower_Division,100.38,21.11
REC-04018,12/24/2020,NE_Monsoon,12,659.11,74.4,17.29,3.11,94.2,28.7,21,79.3,8,Lower_Division,125.98,19.11
REC-04019,12/24/2020,NE_Monsoon,12,662.43,79.9,17.83,2.55,100.6,26.7,22.1,79.4,10.6,West_Block,144.75,21.85
REC-04020,12/24/2020,NE_Monsoon,12,548.34,83.6,17.5,3.81,105.7,27.8,19.8,84.5,9.94,Middle_Division,110.94,20.23
REC-04021,12/23/2020,NE_Monsoon,12,740.32,77.5,14.37,2.12,101,28.8,23.4,80.5,7.59,East_Block,148.51,20.06
REC-04022,12/23/2020,NE_Monsoon,12,704.11,82.1,16.11,2.63,99.5,28,22.3,78.9,6.37,West_Block,145.09,20.61
REC-04023,12/22/2020,NE_Monsoon,12,554.56,74.5,17.33,2,98.7,25.9,22.4,80.8,8.95,Middle_Division,115.53,20.83
REC-04024,12/22/2020,NE_Monsoon,12,718.66,83.3,14.64,3.12,98.5,21.4,22.6,79.8,9.61,Upper_Division,139.85,19.46
REC-04025,12/22/2020,NE_Monsoon,12,552.58,77.5,16.13,2.73,94.1,23.4,17.8,87.1,9.46,Lower_Division,115.91,20.98
REC-04026,12/22/2020,NE_Monsoon,12,440.39,79.1,16.5,3.44,92.5,26.3,20.8,84.4,8.88,West_Block,93.79,21.3
REC-04027,12/21/2020,NE_Monsoon,12,412.69,74.6,13.66,3.08,94.2,27.4,23.8,81.6,5.55,West_Block,85.09,20.62
REC-04028,12/21/2020,NE_Monsoon,12,535.48,80,13.15,2.77,98,25.2,17.1,86.4,5.4,Middle_Division,109,20.36
REC-04029,12/21/2020,NE_Monsoon,12,622.54,75.3,17.29,2.66,103,26.7,23.3,87.2,6.77,Lower_Division,134.09,21.54
REC-04030,12/20/2020,NE_Monsoon,12,731.45,74,18.58,3.24,102.8,21.9,18.2,83.6,5.62,East_Block,148.48,20.3
REC-04031,12/20/2020,NE_Monsoon,12,626.48,72.8,16.49,2.8,91.2,25.5,21.4,87.5,6.42,Upper_Division,127.96,20.43
REC-04032,12/20/2020,NE_Monsoon,12,567.89,73.1,14.5,2.96,91.1,24.5,20.6,86.8,10.36,Middle_Division,118.33,20.84
REC-04033,12/19/2020,NE_Monsoon,12,575.94,81.1,15.76,2.7,99.9,22,20.4,81.6,5.48,East_Block,119.66,20.78
REC-04034,12/19/2020,NE_Monsoon,12,459.75,80.4,14.84,3.65,96.5,25.3,17.4,81.2,5.63,East_Block,91.9,19.99
REC-04035,12/19/2020,NE_Monsoon,12,506.67,79.2,16.81,3.21,105.1,27.5,17.2,84.4,9.23,Upper_Division,103.18,20.36
REC-04036,12/19/2020,NE_Monsoon,12,543.63,79.4,17.73,3.06,98.1,26.3,19.9,89.8,9.67,Upper_Division,110.81,20.38
REC-04037,12/19/2020,NE_Monsoon,12,568.52,78.3,16.08,3.38,94.7,26.7,17.9,86.6,5.21,Upper_Division,113.71,20
REC-04038,12/17/2020,NE_Monsoon,12,495.13,79.5,15.24,2.67,97.4,25.2,22.7,87.3,8.74,East_Block,101.08,20.42
REC-04039,12/17/2020,NE_Monsoon,12,368.08,79.7,17.13,3.67,97.6,24.8,19.1,89.1,10.16,Middle_Division,76.83,20.87
REC-04040,12/16/2020,NE_Monsoon,12,586.75,74.6,14.12,3.58,93.6,26,17,81,5.92,East_Block,116.66,19.88
REC-04041,12/16/2020,NE_Monsoon,12,378.74,80.4,16.72,2.53,92.4,22.8,23.8,87.6,10.67,Middle_Division,77.07,20.35
REC-04042,12/15/2020,NE_Monsoon,12,590.75,76.7,16.11,3.12,96.5,27,20.4,80.9,9.02,East_Block,124.76,21.12
REC-04043,12/15/2020,NE_Monsoon,12,447.48,74.7,16.86,2.64,93.2,24.1,20.2,84.2,5.23,Upper_Division,91.32,20.41
REC-04044,12/15/2020,NE_Monsoon,12,495.15,81.6,13,3.23,95.8,23.1,17,85.2,7.33,Lower_Division,104.33,21.07
REC-04045,12/14/2020,NE_Monsoon,12,539.28,73.8,16.96,2,95.8,27.8,22.8,79.9,10.56,West_Block,115.74,21.46
REC-04046,12/14/2020,NE_Monsoon,12,550.09,79.1,16.14,3.27,96.9,26,17.6,86.2,10.41,East_Block,118.73,21.58
REC-04047,12/13/2020,NE_Monsoon,12,587.19,77.4,16.15,2.74,104.9,21.6,19.1,83.3,6.48,West_Block,126.8,21.59
REC-04048,12/13/2020,NE_Monsoon,12,648.29,75.6,17.98,3.39,97.2,28.5,23.5,79.5,10.37,West_Block,132.98,20.51
REC-04049,12/12/2020,NE_Monsoon,12,734.53,77.3,15.39,2.73,100.8,21.7,17.6,85.7,8.3,West_Block,151.9,20.68
REC-04050,12/11/2020,NE_Monsoon,12,526.42,77.7,19.91,3,104.3,28.1,23.7,84.6,7.58,East_Block,105.63,20.07
REC-04051,12/11/2020,NE_Monsoon,12,640.29,79.3,13.33,3.2,92.9,23.8,19.3,83.4,9.79,Lower_Division,136.46,21.31
REC-04052,12/10/2020,NE_Monsoon,12,851.72,78.8,15.19,3.39,107.9,27.7,23.1,79.8,8.32,West_Block,181.65,21.33
REC-04053,12/10/2020,NE_Monsoon,12,735.36,80.4,16.09,2.86,95.1,25.5,21.3,78.6,7.85,East_Block,152.04,20.68
