temp,vibration,rpm,overall_status
45,0.46,343,NORMAL
35,0.63,307,WARNING
65,0.41,257,NORMAL
37,1.03,334,NORMAL
56,0.42,350,NORMAL
61,1.01,327,WARNING
79,0.21,313,NORMAL
78,0.52,263,NORMAL
52,0.47,259,NORMAL
52,0.79,300,NORMAL
74,0.52,295,NORMAL
35,0.47,331,NORMAL
48,0.96,342,NORMAL
37,0.25,345,NORMAL
75,0.23,337,NORMAL
42,1.17,336,NORMAL
56,0.3,262,NORMAL
63,0.26,336,NORMAL
82,0.55,295,CRITICAL
39,0.23,272,NORMAL
68,0.3,332,NORMAL
75,1.01,294,CRITICAL
73,0.83,323,NORMAL
66,1.04,290,NORMAL
64,0.56,312,CRITICAL
77,0.42,334,NORMAL
63,0.68,289,WARNING
36,1.05,310,NORMAL
39,1.16,267,NORMAL
68,0.38,265,NORMAL
84,0.3,290,NORMAL
66,0.49,350,WARNING
81,0.45,306,NORMAL
54,0.23,254,NORMAL
65,0.86,339,NORMAL
44,0.41,254,NORMAL
51,0.3,271,NORMAL
39,1.1,299,NORMAL
57,0.75,272,NORMAL
66,0.79,343,NORMAL
63,0.7,271,CRITICAL
77,1.02,341,NORMAL
47,1.16,251,NORMAL
60,0.42,294,NORMAL
51,0.85,271,NORMAL
83,0.94,255,WARNING
64,0.74,317,NORMAL
78,1.08,350,NORMAL
79,0.37,311,WARNING
67,0.38,335,CRITICAL
40,0.42,306,NORMAL
68,0.35,271,NORMAL
55,1.2,250,NORMAL
81,0.76,280,NORMAL
76,0.44,299,NORMAL
46,0.72,315,CRITICAL
84,1.17,317,NORMAL
53,1.0,307,NORMAL
50,0.57,251,WARNING
69,0.83,321,NORMAL
51,0.88,263,NORMAL
55,0.38,264,NORMAL
48,0.87,269,NORMAL
51,0.32,333,NORMAL
49,0.66,325,NORMAL
81,1.03,336,WARNING
39,0.45,309,WARNING
40,0.56,338,NORMAL
61,0.47,327,NORMAL
77,0.82,294,WARNING
39,0.21,339,WARNING
61,0.98,309,WARNING
83,0.87,297,NORMAL
60,0.46,273,NORMAL
66,1.15,284,NORMAL
44,0.73,304,NORMAL
74,0.3,325,CRITICAL
39,0.91,336,WARNING
43,0.78,316,NORMAL
79,1.12,314,NORMAL
76,0.62,281,NORMAL
70,0.76,318,NORMAL
36,0.77,324,NORMAL
64,0.77,273,NORMAL
72,1.1,301,WARNING
47,0.31,275,CRITICAL
80,0.98,251,NORMAL
85,0.56,300,NORMAL
51,0.25,294,WARNING
72,1.11,285,WARNING
78,0.94,292,NORMAL
58,1.19,307,NORMAL
84,0.64,289,WARNING
40,0.49,275,WARNING
59,0.72,287,NORMAL
49,0.94,346,CRITICAL
42,0.71,312,NORMAL
40,0.6,264,NORMAL
82,0.72,331,NORMAL
60,0.47,342,NORMAL
75,0.59,263,NORMAL
36,0.84,282,NORMAL
46,0.88,319,NORMAL
44,0.46,308,NORMAL
57,1.01,254,NORMAL
72,0.34,266,WARNING
78,0.58,271,NORMAL
42,0.24,280,NORMAL
45,0.54,279,WARNING
42,0.84,273,NORMAL
36,0.59,345,NORMAL
84,0.28,267,NORMAL
75,0.68,333,NORMAL
85,1.18,262,NORMAL
45,1.14,322,NORMAL
75,0.39,340,CRITICAL
79,1.07,298,NORMAL
36,1.16,262,WARNING
67,0.27,344,CRITICAL
49,0.4,316,NORMAL
74,0.79,331,NORMAL
44,0.95,267,CRITICAL
81,1.01,328,NORMAL
54,0.85,282,WARNING
43,0.41,306,CRITICAL
50,0.34,264,NORMAL
59,0.98,279,NORMAL
78,0.27,251,NORMAL
40,0.29,297,NORMAL
75,0.39,267,NORMAL
70,0.45,345,CRITICAL
62,0.9,250,NORMAL
80,0.22,280,WARNING
42,0.76,251,NORMAL
51,0.94,305,CRITICAL
60,1.12,333,NORMAL
43,0.79,345,NORMAL
48,0.56,295,NORMAL
49,0.61,348,NORMAL
79,0.9,333,NORMAL
36,0.29,284,NORMAL
59,0.38,334,NORMAL
58,0.46,337,NORMAL
60,0.53,331,WARNING
76,0.69,316,NORMAL
59,0.61,267,WARNING
35,0.98,335,CRITICAL
82,1.16,296,NORMAL
61,0.26,338,NORMAL
72,0.68,311,NORMAL
51,0.93,329,NORMAL
59,0.94,279,WARNING
39,0.97,255,NORMAL
78,0.41,286,WARNING
37,1.16,296,NORMAL
69,0.56,307,WARNING
58,0.52,304,NORMAL
36,0.9,349,NORMAL
40,0.79,337,NORMAL
79,1.08,335,CRITICAL
84,0.41,300,CRITICAL
58,0.32,251,WARNING
43,0.81,328,CRITICAL
75,0.44,253,CRITICAL
63,0.5,331,NORMAL
77,0.41,261,NORMAL
39,0.39,258,CRITICAL
75,0.65,296,WARNING
40,0.28,268,NORMAL
46,0.35,269,CRITICAL
49,0.4,251,NORMAL
70,1.05,306,WARNING
74,0.32,269,NORMAL
71,0.4,250,NORMAL
79,0.27,337,NORMAL
74,0.78,291,NORMAL
77,1.07,281,NORMAL
45,1.18,278,NORMAL
67,0.7,296,CRITICAL
82,0.45,261,WARNING
80,0.77,328,WARNING
63,0.2,266,NORMAL
68,0.32,341,NORMAL
43,0.9,311,NORMAL
66,0.64,294,NORMAL
85,0.89,303,CRITICAL
79,0.21,318,WARNING
62,1.17,306,NORMAL
64,1.01,261,WARNING
68,0.67,278,NORMAL
42,0.78,341,WARNING
53,0.73,277,NORMAL
83,0.6,277,NORMAL
78,0.69,276,NORMAL
76,0.21,308,NORMAL
75,1.19,292,NORMAL
74,0.38,273,NORMAL
53,0.38,345,WARNING
85,0.66,263,NORMAL
70,0.81,269,NORMAL
63,0.27,273,NORMAL
77,0.79,264,NORMAL
58,0.71,259,NORMAL
77,0.51,334,NORMAL
80,0.87,318,NORMAL
63,1.14,279,NORMAL
76,0.35,346,WARNING
60,0.41,251,NORMAL
46,0.64,266,NORMAL
69,0.95,297,NORMAL
39,0.43,252,NORMAL
44,0.77,338,NORMAL
72,0.55,316,NORMAL
54,1.03,307,NORMAL
41,0.93,290,CRITICAL
56,0.23,299,NORMAL
46,0.61,329,NORMAL
81,0.25,306,NORMAL
57,1.0,309,NORMAL
73,0.48,344,NORMAL
35,1.1,300,CRITICAL
61,0.22,324,CRITICAL
78,1.07,288,CRITICAL
62,0.61,301,WARNING
85,0.79,252,NORMAL
70,0.5,276,NORMAL
40,0.79,341,NORMAL
57,0.93,323,WARNING
72,0.8,336,WARNING
71,1.07,273,NORMAL
53,0.79,289,CRITICAL
82,0.42,284,NORMAL
71,1.16,317,NORMAL
82,0.24,265,NORMAL
46,0.97,312,WARNING
53,0.3,329,NORMAL
42,0.81,286,NORMAL
41,0.4,345,NORMAL
37,0.75,322,CRITICAL
66,1.15,318,NORMAL
41,0.85,285,WARNING
51,0.83,328,WARNING
45,0.6,269,NORMAL
68,1.13,343,NORMAL
69,0.34,288,NORMAL
83,0.89,319,NORMAL
52,0.82,302,NORMAL
36,0.74,314,NORMAL
43,1.02,282,CRITICAL
61,0.25,277,CRITICAL
35,0.62,264,CRITICAL
73,0.37,345,NORMAL
50,0.46,332,NORMAL
35,0.27,297,NORMAL
47,1.01,327,NORMAL
83,0.9,268,NORMAL
66,0.44,251,WARNING
55,0.31,328,NORMAL
77,0.21,342,NORMAL
83,0.37,253,WARNING
77,0.47,285,NORMAL
44,0.8,345,NORMAL
56,0.44,299,NORMAL
70,0.59,334,CRITICAL
70,0.87,339,CRITICAL
58,0.78,259,NORMAL
66,0.39,323,NORMAL
69,0.96,289,NORMAL
63,1.04,323,NORMAL
47,0.58,290,NORMAL
42,0.34,308,NORMAL
78,0.73,332,NORMAL
37,0.79,334,NORMAL
78,0.86,315,WARNING
82,0.61,265,NORMAL
65,0.6,349,NORMAL
76,0.47,266,NORMAL
61,0.26,254,WARNING
42,0.3,316,NORMAL
60,0.49,336,NORMAL
73,0.3,341,CRITICAL
57,0.49,318,NORMAL
48,0.8,333,NORMAL
43,1.01,344,CRITICAL
85,0.23,283,WARNING
45,0.52,252,NORMAL
40,0.6,323,NORMAL
72,0.69,265,NORMAL
67,0.28,314,NORMAL
85,0.47,298,NORMAL
61,0.2,347,WARNING
40,0.97,339,NORMAL
43,0.49,343,NORMAL
45,0.65,264,NORMAL
37,0.98,293,WARNING
41,0.43,254,NORMAL
79,0.4,259,NORMAL
41,1.1,260,NORMAL
68,1.08,273,WARNING
84,0.33,318,CRITICAL
55,0.48,347,NORMAL
79,0.73,322,CRITICAL
56,0.33,341,NORMAL
45,0.73,318,WARNING
58,0.91,262,NORMAL
68,1.16,310,NORMAL
67,1.18,340,NORMAL
61,0.23,314,CRITICAL
78,0.89,329,NORMAL
84,0.28,343,WARNING
65,0.82,334,NORMAL
79,1.09,295,CRITICAL
76,0.47,300,CRITICAL
75,0.85,302,NORMAL
49,0.22,306,NORMAL
57,0.55,343,NORMAL
64,0.33,346,NORMAL
85,0.35,282,NORMAL
84,0.63,275,NORMAL
81,1.14,296,NORMAL
51,0.24,322,NORMAL
50,0.69,285,NORMAL
44,0.8,252,NORMAL
82,1.1,317,CRITICAL
62,0.47,252,NORMAL
59,0.72,310,NORMAL
48,0.73,313,WARNING
53,0.95,349,WARNING
69,1.04,325,NORMAL
68,0.48,281,WARNING
68,1.03,255,NORMAL
35,0.28,263,NORMAL
71,0.9,347,NORMAL
45,0.54,350,NORMAL
75,0.48,287,WARNING
64,1.05,335,WARNING
65,0.55,281,NORMAL
76,0.35,271,WARNING
39,0.42,252,NORMAL
46,0.32,344,WARNING
83,0.9,343,NORMAL
42,1.2,330,WARNING
52,0.38,311,WARNING
41,1.02,302,NORMAL
50,1.06,321,NORMAL
44,1.1,275,NORMAL
78,0.97,346,NORMAL
45,1.0,264,NORMAL
63,0.64,323,NORMAL
55,0.78,280,NORMAL
50,0.94,307,WARNING
42,0.56,258,NORMAL
58,0.79,346,NORMAL
59,1.03,267,NORMAL
62,1.04,346,NORMAL
39,1.19,267,CRITICAL
75,0.29,275,NORMAL
77,0.22,341,NORMAL
40,1.14,263,WARNING
65,0.89,255,NORMAL
47,0.87,333,CRITICAL
41,0.41,350,NORMAL
71,0.89,254,NORMAL
42,1.15,298,NORMAL
75,1.16,330,NORMAL
68,1.18,329,NORMAL
36,1.15,326,NORMAL
63,0.77,274,NORMAL
60,0.56,293,NORMAL
71,0.65,275,NORMAL
53,0.76,297,NORMAL
39,0.65,274,WARNING
44,0.48,255,NORMAL
83,0.4,255,NORMAL
49,0.45,294,CRITICAL
73,0.73,254,NORMAL
49,0.99,307,NORMAL
59,1.13,333,NORMAL
49,0.22,289,NORMAL
47,0.91,274,NORMAL
43,0.49,328,NORMAL
60,1.1,284,NORMAL
71,1.04,289,NORMAL
40,0.61,330,NORMAL
48,0.31,302,NORMAL
69,0.41,304,NORMAL
72,0.28,330,NORMAL
79,0.9,259,WARNING
60,0.38,335,NORMAL
66,1.06,325,NORMAL
44,0.33,292,NORMAL
58,0.25,282,NORMAL
47,1.13,291,NORMAL
74,1.15,346,WARNING
61,0.32,318,NORMAL
47,0.63,256,NORMAL
75,0.77,287,CRITICAL
54,0.99,283,WARNING
84,1.09,326,NORMAL
83,0.55,307,NORMAL
65,1.16,299,CRITICAL
78,1.01,308,NORMAL
71,0.56,326,NORMAL
49,0.74,250,NORMAL
82,0.79,277,NORMAL
75,0.91,323,NORMAL
36,0.82,296,NORMAL
51,1.08,336,NORMAL
82,0.56,293,NORMAL
82,0.62,345,NORMAL
37,0.82,350,CRITICAL
83,0.86,270,NORMAL
80,0.21,271,NORMAL
76,0.57,294,NORMAL
72,0.82,333,WARNING
81,0.73,331,NORMAL
59,0.29,308,NORMAL
46,0.49,313,NORMAL
57,0.73,328,NORMAL
41,1.13,333,NORMAL
70,0.71,314,NORMAL
80,0.24,343,NORMAL
54,0.35,312,WARNING
62,0.3,295,NORMAL
42,0.7,277,NORMAL
63,0.47,320,NORMAL
49,0.7,260,NORMAL
69,0.57,328,NORMAL
70,0.46,307,NORMAL
55,1.13,332,WARNING
81,0.24,333,NORMAL
74,0.99,264,WARNING
48,0.61,288,NORMAL
37,0.98,289,NORMAL
73,0.65,335,NORMAL
64,0.78,318,NORMAL
80,1.04,295,NORMAL
41,0.94,341,NORMAL
60,0.57,319,NORMAL
64,0.94,262,NORMAL
37,0.31,305,NORMAL
60,0.29,257,WARNING
65,1.2,314,NORMAL
39,0.23,332,NORMAL
68,0.75,268,WARNING
56,0.98,268,NORMAL
71,0.41,304,NORMAL
45,0.53,338,NORMAL
42,0.94,256,NORMAL
67,0.94,317,NORMAL
82,0.63,271,CRITICAL
60,0.4,327,NORMAL
55,0.79,337,NORMAL
54,1.08,285,WARNING
60,0.99,266,NORMAL
39,0.64,322,NORMAL
47,0.32,294,NORMAL
35,0.52,338,NORMAL
67,0.23,329,NORMAL
68,0.74,301,CRITICAL
70,0.96,281,NORMAL
48,0.98,297,NORMAL
76,0.39,266,NORMAL
69,0.21,336,NORMAL
55,0.85,344,WARNING
42,0.35,324,NORMAL
55,0.76,311,WARNING
53,0.3,324,NORMAL
60,0.4,291,NORMAL
84,0.61,349,NORMAL
72,1.07,350,NORMAL
65,0.27,321,NORMAL
42,0.7,269,NORMAL
58,0.49,344,NORMAL
60,1.03,305,CRITICAL
76,0.61,322,NORMAL
76,0.58,321,WARNING
63,0.66,347,NORMAL
41,0.42,304,NORMAL
59,1.15,331,NORMAL
52,1.13,333,NORMAL
50,1.15,292,NORMAL
59,0.89,329,NORMAL
57,0.7,307,NORMAL
38,0.4,274,NORMAL
65,0.4,300,NORMAL
69,0.62,348,WARNING
85,0.55,298,NORMAL
39,0.94,341,NORMAL
44,0.7,287,WARNING
50,0.79,303,NORMAL
60,0.92,327,NORMAL
83,0.43,346,NORMAL
58,1.14,322,NORMAL
62,0.32,350,NORMAL
83,0.34,301,WARNING
40,1.05,267,NORMAL
